tconst	primaryTitle	originalTitle	isAdult	releaseYear	runtimeMinutes	genres	averageRating	numVotes	nudity	violence	profanity	alcohol	frightening	actors	countriesOfOrigin	productionCompanies	budget	grossWorldwide
tt0473514	Mulberry St	Mulberry St	0	2006.0	84.0	Horror,Sci-Fi,Thriller	5.5	6371	Mild	Severe	Moderate	Moderate	Moderate	Nick Damici, Kim Blair, Ron Brice, Bo Corre, Tim House, Larry Fleischman, Larry Medich, Javier Picayo, Antone Pagán, John Hoyt, Lou Torres, Sarah Dickinson, Heidi Peterson, Jim Heater, Rodney Gray, John Gamborini, Joe Carr, Emily Cain	United States	Belladonna Productions, Mulberry Street Films LLC	54840.0	88824.348
tt0475937	The Abandoned	The Abandoned	0	2006.0	99.0	Horror,Mystery,Thriller	5.5	13227	Mild	Severe	Moderate	Mild	Severe	Anastasia Hille, Karel Roden, Valentin Goshev, Valentin Ganev, Paraskeva Djukelova, Carlos Reig-Plaza, Kalin Arsov, Svetlana Smoleva, Anna Panayotova, Jordanka Angelova, Jasmina Marinova, Monica Baunova, Marta Yaneva	Spain, United Kingdom, Bulgaria	Castelao Producciones, Filmax International, Filmstudio Bojana	3000000.0	4140321.288
tt0490076	All the Boys Love Mandy Lane	All the Boys Love Mandy Lane	0	2006.0	90.0	Horror,Mystery,Thriller	5.5	34497	Moderate	Severe	Moderate	Severe	Moderate	Amber Heard, Anson Mount, Whitney Able, Michael Welch, Edwin Hodge, Aaron Himelstein, Luke Grimes, Melissa Price, Adam Powell, Peyton Hayslip, Brooke Bloom, Robert Earl Keen, Amber Bartlett, Chad Feehan, Jacob Forman, Tom Hammock, Brian Udovich	United States	Occupant Entertainment	685500.0	1740840.96
tt0439544	Dirty	Dirty	0	2005.0	97.0	Crime,Thriller	5.5	5818	Mild	Severe	Severe		Moderate	Frank Alvarez, Clifton Collins Jr., Brittany Daniel, Keith David, Roberto 'Lil Rob' Flores, Aimee Garcia, Cesar Garcia, Nicholas Gonzalez, Cuba Gooding Jr., Kevin Grevioux, Wood Harris, Cole Hauser, Wyclef Jean, Pat Healy, Tory Kittles, Terry Kennedy, Robert LaSardo, Jen Martinez	United States	2710 Inc., Deviant Films, Silver Nitrate Pictures	2742000.0	250659.93
tt0424993	Employee of the Month	Employee of the Month	0	2006.0	103.0	Comedy,Romance	5.5	49701	Mild		Moderate	Mild		Jessica Simpson, Dane Cook, Dax Shepard, Andy Dick, Tim Bagley, Brian George, Efren Ramirez, Marcello Thedford, Danny Woodburn, Harland Williams, Sean Whalen, Barbara Dodd, Victor Izay, Marc Mouchet, Kathleen Arc, John Hardman, Deryle J. Lujan, Adriana Cordova	United States	Lions Gate Films, Tapestry Films	10968000.0	35215491.376
tt4211312	The White King	The White King	0	2016.0	89.0	Drama,Sci-Fi	5.5	4767		Moderate		Mild		Jonathan Pryce, Olivia Williams, Greta Scacchi, Fiona Shaw, Ólafur Darri Ólafsson, Clare-Hope Ashitey, Agyness Deyn, Ross Partridge, Derek de Lint, Matthew Postlethwaite, Ton Kas, Declan Hannigan, Louis Suc, Ilona Kassai, Björn Freiberg, Lorenzo Allchurch, Jeffrey Postlethwaite, Vilmos Heim	United Kingdom, Germany, Sweden, Hungary	Oiffy, Proton Cinema	2323240.0	12863.636
tt0458522	El cantante	El cantante	0	2006.0	106.0	Biography,Drama,Music	5.5	5199	Mild	Mild	Moderate	Severe	Moderate	Marc Anthony, Jennifer Lopez, John Ortiz, Manny Perez, Vincent Laresca, Federico Castelluccio, Nelson Vasquez, Antone Pagán, Romi Dias, Jared Everleth, Bernard Hernandez, Christopher Becerra, Andrea Navedo, Ismael Miranda, Tito Allen, Víctor Manuelle, Michael Wright, Cucu Diamantes	United States	Nuyorican Productions, R-Caro Productions		7364679.304
tt4665630	Swinger	Swinger	0	2016.0	99.0	Comedy,Romance	5.5	7140	Severe	Mild	Mild	Severe	Mild	Martin Buch, Mille Dinesen, Rasmus Botoft, Lisbeth Wulff, Natalie Madueño, Emil Birk Hartmann, Dan Zahle, Therese Damsgaard, Birthe Neumann, Morten Hebsgaard, Pil Egholm, Karl-Erik Falkentorp, Lærke Winther, Gustav Hintze, Caroline Erritzøe, Troels Malling Thaarup, George Katt, Liam Campora	Denmark	Meta Film, Det Danske Filminstitut, FilmFyn		8925.210000000001
tt0466909	The Omen	The Omen	0	2006.0	110.0	Drama,Fantasy,Horror	5.5	61818		Severe	Moderate	Mild	Severe	Liev Schreiber, Julia Stiles, Seamus Davey-Fitzpatrick, David Thewlis, Predrag Bjelac, Carlo Sabatini, Bohumil Svarc, Giovanni Lombardo Radice, Baby Zikova, Baby Morvas, Baby Muller, Baby Litera, Tomas Wooler, Rafael Sallas, Marshall Cupp, Martin Hindy, Amy Huck, Vince Valitutti	United States	Twentieth Century Fox, 11:11 Mediaworks	22850000.0	109657226.776
tt0422861	The Oh in Ohio	The Oh in Ohio	0	2006.0	88.0	Comedy,Drama,Romance	5.5	6481	Moderate		Mild	Mild		Parker Posey, Paul Rudd, Danny DeVito, Winter Ave Zoli, Miranda Bailey, Adam Nelson, Keith David, Tim Russ, Ramon Adams, Jennifer Luu, Alex Potapenko, Mischa Barton, James Kisicki, Liza Minnelli, Brynn Horrocks, Richard A. Clark, Randall Harr, Christopher Mattingly	United States	Ambush Entertainment, The AV Club, Cold Iron Pictures	4570000.0	592439.262
tt2597892	Viral	Viral	0	2016.0	85.0	Drama,Horror,Sci-Fi	5.5	9538	Mild	Moderate	Moderate	Mild	Severe	Sofia Black-D'Elia, Lio Tipton, Travis Tope, Michael Kelly, Colson Baker, John Cothran, Stoney Westmoreland, Linzie Gray, Judyann Elder, Philip Labes, Brianne Howey, Alexa Fischer, Brendon Eggertsen, Jennifer Say Gan, Matt Knudsen, Dean Neistat, Paul Trunz, Annie Ellis	United States	Blumhouse Productions, Busted Shark Productions, Chapter One Films		504308.64
tt3672120	Pottersville	Pottersville	0	2017.0	84.0	Comedy	5.5	5359	Mild	Mild	Mild	Mild		Michael Shannon, Judy Greer, Ron Perlman, Christina Hendricks, Thomas Lennon, Ian McShane, Michael Torpey, Debargo Sanyal, Greta Lee, Elena Hurst, Blake Perlman, Viola Ransel, Ruth Ransel, Thomas Hoe, Timothy Davis-Reed, Collin Crook, Julian Lerner, Mary Marquiss Ashley	United States	Wing and a Prayer Pictures, Big Jack Productions, Storyland Pictures		
tt0341495	Naked Weapon	Chik loh dak gung	0	2002.0	92.0	Action,Crime,Drama	5.5	7986	Moderate	Moderate	Mild	Moderate	Moderate	Anya, Marit Thoresen, Maggie Q, Daniel Wu, Jewel Lee, Kyoko Waters, Pei-Pei Cheng, Almen Pui-Ha Wong, Andrew Lin, Monica Lo, Chun Lai, Dennis Chan, Agustin Aguerreberry, Chia-Li Mo, Renee Nichole Rommeswinkel, Mark Aldred, Ronny Boos, Mo-Chan Chik	Hong Kong	Media Asia Films, Jing's Production		71602.76000000001
tt0124179	Two Girls and a Guy	Two Girls and a Guy	0	1997.0	84.0	Drama	5.5	8667	Moderate	Mild	Severe	Mild	Mild	Robert Downey Jr., Heather Graham, Natasha Gregson Wagner, Angel David, Frederique Van Der Wal	United States	Searchlight Pictures, Pressman Film, Muse Productions	914000.0	1880274.402
tt0498353	Hostel: Part II	Hostel: Part II	0	2007.0	94.0	Horror	5.5	94904	Severe	Severe	Severe	Mild	Severe	Lauren German, Heather Matarazzo, Bijou Phillips, Roger Bart, Richard Burgi, Vera Jordanova, Jay Hernandez, Jordan Ladd, Milan Knazko, Edwige Fenech, Stanislav Yanevski, Patrik Zigo, Zuzana Geislerová, Ivan Furak, Monika Malácová, Davide Dominici, Petr Vancura, Roman Janecka	United States, Czech Republic	Lions Gate Films, Screen Gems, Next Entertainment	9322800.0	32655559.262
tt6511932	The Beach Bum	The Beach Bum	0	2019.0	95.0	Comedy	5.5	24437	Severe	Mild	Severe	Severe	Mild	Matthew McConaughey, Snoop Dogg, Isla Fisher, Stefania LaVie Owen, Martin Lawrence, Zac Efron, Jonah Hill, Jimmy Buffett, Donovan St V. Williams, David Bennett, Clinton Archambault, Joshua Rosen, Tonya Oliver, Chela Arias, Ricardo Matallana, Joshua Ritter, Jo Marie Payton, Karla Goodwin	Switzerland, United Kingdom, France, United States	Iconoclast, Anonymous Content, Grisbi Productions, Le	4570000.0	4162736.224
tt1182921	Ninja	Ninja	0	2009.0	86.0	Action,Thriller	5.5	13856		Severe	Mild	Mild	Moderate	Scott Adkins, Tsuyoshi Ihara, Mika Hijii, Todd Jensen, Togo Igawa, Garrick Hagon, Miles Anderson, Valentin Ganev, Atanas Srebrev, Fumio Demura, Masaki Onishi, Nikolai Sotirov, Kenji Motomiya, Asen Asenov, Ivailo Dimitrov, Krassimir Gospodinov, Michael Oren Johnson, Ivo Kehayov	United States	Millennium Films, Fighter, Millennium Films	9140000.0	177538.102
tt0097613	The January Man	The January Man	0	1989.0	97.0	Action,Comedy,Crime	5.5	9052	Moderate	Mild	Moderate	Mild	Moderate	Kevin Kline, Mary Elizabeth Mastrantonio, Susan Sarandon, Harvey Keitel, Danny Aiello, Rod Steiger, Alan Rickman, Faye Grant, Kenneth Welsh, Jayne Haynes, Brian Tarantina, Bruce MacVittie, Bill Cobbs, Greg Walker, Tandy Cronyn, Gerard Parkes, Errol Slue, William Christian	United States	Metro-Goldwyn-Mayer (MGM), Star Partners II Ltd.		4214510.6680000005
tt1146320	Mutants	Mutants	0	2009.0	95.0	Drama,Horror,Sci-Fi	5.5	4240		Severe	Mild	Mild	Severe	Hélène de Fougerolles, Francis Renaud, Dida Diafat, Marie-Sohna Condé, Nicolas Briançon, Luz Mando, Driss Ramdi, Grégory Givernaud, Justine Bruneau, Jérémy Loth, Sébastien Rouquette, Frédéric Troussier, Cyril Hipaux, Nicolas Leprêtre, Cécile Corsalan, Emmanuel Lanzi, Frédéric Alhinho, Yves Girard	France	Sombrero Films, Sombrero Productions, Région Picardie		68019.88
tt0388419	Christmas with the Kranks	Christmas with the Kranks	0	2004.0	99.0	Comedy,Family	5.5	57020				Mild		Tim Allen, Jamie Lee Curtis, Dan Aykroyd, M. Emmet Walsh, Elizabeth Franz, Erik Per Sullivan, Cheech Marin, Jake Busey, Austin Pendleton, Tom Poston, Julie Gonzalo, René Lavan, Caroline Rhea, Felicity Huffman, Patrick Breen, John Short, Bonita Friedericy, David Hornsby	United States	Revolution Studios, 1492 Pictures, Skipping Christmas	54840000.0	88286018.452
tt0252028	Surviving Christmas	Surviving Christmas	0	2004.0	91.0	Comedy,Romance	5.5	27486	Mild	Mild	Moderate	Mild		Ben Affleck, Christina Applegate, James Gandolfini, Catherine O'Hara, Josh Zuckerman, Bill Macy, Jennifer Morrison, Udo Kier, David Selby, Stephanie Faracy, Stephen Root, Sy Richardson, Tangie Ambrose, John 'B.J.' Bryant, Peter Jason, Phill Lewis, Tumbleweed, Kate Hendrickson	United States	Dreamworks Pictures, Tall Trees Productions, LivePlanet	41130000.0	13824877.918
tt0351887	The Twins Effect	Chin gei bin	0	2003.0	107.0	Action,Comedy,Horror	5.5	5293		Moderate	Mild		Mild	Gillian Chung, Charlene Choi, Anthony Chau-Sang Wong, Ekin Cheng, Josie Ho, Mickey Hardt, Edison Chen, Mandy Chiang, Chapman To, Jackie Chan, Spencer Lam, Tat-Ming Cheung, Karen Mok, Matt Chow, Maggie Lau, Hing-Ka Chan, Jack Ng, Marky Lee Campbell	Hong Kong	Emperor Multimedia Group (EMG), Goldpeak, Million Channel Ltd.		3477693.224
tt0305711	Just Married	Just Married	0	2003.0	95.0	Comedy,Romance	5.5	73759	Mild		Moderate	Mild		Ashton Kutcher, Brittany Murphy, Christian Kane, David Moscow, Monet Mazur, David Rasche, Thad Luckinbill, David Agranov, Taran Killam, Raymond J. Barry, Toshi Toda, George Gaynes, Massimo Schina, Valeria Andrews, Alex Thomas, Laurent Alexandre, Jill Parker-Jones, Sandy McCormack	Germany, United States	Twentieth Century Fox, Robert Simonds Productions, Mediastream Dritte Film GmbH & Co. Beteiligungs KG	16452000.0	92830350.59
tt0306047	Scary Movie 3	Scary Movie 3	0	2003.0	84.0	Comedy	5.5	156312	Moderate	Moderate	Moderate	Moderate	Moderate	Anna Faris, Charlie Sheen, Regina Hall, Pamela Anderson, Jenny McCarthy-Wahlberg, Marny Eng, Simon Rex, Jianna Ballard, Jeremy Piven, Timothy Stack, Elaine Klimaszewski, Diane Klimaszewski, Camryn Manheim, Drew Mikuska, Darrell Hammond, Anthony Anderson, Dexter Bell, Kevin Hart	United States, Canada	Dimension Films, Brad Grey Pictures, Thomas FX Group	43872000.0	201695320.338
tt0337881	Blind Horizon	Blind Horizon	0	2003.0	99.0	Drama,Mystery,Thriller	5.5	4900		Moderate	Moderate	Moderate	Moderate	Val Kilmer, Neve Campbell, Sam Shepard, Noble Willingham, Amy Smart, Gil Bellows, Giancarlo Esposito, Charles Ortiz, Leo Fitzpatrick, Trajan Cuevas, Jesus Mayorga, Cole S. McKay, Guadalupe A. Garcia, Faye Dunaway, Ellen Blake, John B. Thayer, Boots Southerland, Shirly Brener	United States	Millennium Films, Emmett/Furla/Oasis Films (EFO Films), Newman/Tooley Films	4570000.0	185301.618
tt0857376	Gabriel	Gabriel	0	2007.0	114.0	Action,Fantasy,Horror	5.5	14210		Moderate	Moderate	Mild	Moderate	Andy Whitfield, Dwaine Stevenson, Samantha Noble, Michael Piccirilli, Jack Campbell, Erika Heynatz, Harry Pavlidis, Kevin Copeland, Matt Hylton Todd, Brendan Clearkin, Goran D. Kleut, Valentino del Toro, Amy Mathews, Paul Winchester, Richard Huggett, Rebecca Ranclaud, Alan Flower, Naomi Ormont	Australia	HILT Productions, Redline Films		1275587.54
tt4536768	The Osiris Child	Science Fiction Volume One: The Osiris Child	0	2016.0	99.0	Action,Adventure,Drama	5.5	9109		Severe	Moderate	Moderate	Mild	Kellan Lutz, Daniel MacPherson, Isabel Lucas, Luke Ford, Rachel Griffiths, Temuera Morrison, Bren Foster, Dwaine Stevenson, Teagan Croft, Grace Huang, Firass Dirani, Harry Pavlidis, Paul Winchester, Zoe Ventoura, Brendan Clearkin, Vincent Andriano, Andy Rodoreda, Ian Roberts	Australia	Storm Vision Entertainment, Eclectik Vision, Storm Alley Entertainment		123876.248
tt0327247	The Whole Ten Yards	The Whole Ten Yards	0	2004.0	98.0	Comedy,Crime,Thriller	5.5	58243	Mild	Mild	Moderate	Mild	Mild	Bruce Willis, Matthew Perry, Natasha Henstridge, Amanda Peet, Kevin Pollak, Frank Collison, Johnny Messner, Silas Weir Mitchell, Tasha Smith, Elisa Gallay, Tallulah Willis, Johnny Williams, George Zapata, Carlos Zapata, McNally Sagal, Carl Ciarfalio, Doc Duhame, Buck McDancer	United States	Nine Yards Two Productions, Cheyenne Enterprises, Eclipse Catering	36560000.0	23919993.294
tt0367478	Wake of Death	Wake of Death	0	2004.0	91.0	Action,Adventure,Drama	5.5	10018	Moderate	Severe	Moderate	Moderate	Moderate	Jean-Claude Van Damme, Simon Yam, Philip Tan, Valerie Tian, Tony Schiena, Claude Hernandez, Lisa King, Anthony Fridjhon, Danny Keogh, Pierre Marais, Warrick Grier, Tom Wu, Jacqueline Chan, Burt Kwouk, Joon Chong, Andre Jacobs, Bo Petersen, Tarryn Meaker	United Kingdom, Germany, France, South Africa, United States	Bauer Martinez Studios, UKFS, Frame Werk Produktion GmbH & Co. KG	12796000.0	477033.052
tt0405507	Murder	Murder	0	2004.0	130.0	Drama,Romance,Thriller	5.5	4313	Moderate	Mild	Mild		Moderate	Mallika Sherawat, Ashmit Patel, Emraan Hashmi, Kashmira Shah, Raj Zutshi, Sheeba Chaddha, Krsh Chawla, Shabnam, Dinesh Singh, Uday Tikekar, Surabhi Vanzara	India	NH Studioz, Vishesh Films		
tt0349047	(T)Raumschiff Surprise - Periode 1	(T)Raumschiff Surprise - Periode 1	0	2004.0	87.0	Comedy,Sci-Fi	5.5	16553	Moderate	Mild	Moderate	Mild		Michael Herbig, Rick Kavanian, Christian Tramitz, Anja Kling, Til Schweiger, Sky du Mont, Hans-Michael Rehberg, Hans Peter Hallwachs, Reiner Schöne, Christoph Maria Herbst, Siegfried Terpoorten, Tim Wilde, Herman van Ulzen, Gerd Rigauer, Heidrun Bartholomäus, Sirone Jones, Anton Figl, Maverick Quek	Germany	herbX Film	9000000.0	69776040.514
tt0388285	Going the Distance	Going the Distance	0	2004.0	93.0	Comedy,Romance	5.5	3846	Moderate	Moderate	Moderate	Moderate	Mild	Christopher Jacot, Joanne Kelly, Shawn Roberts, Mayko Nguyen, Ryan Belleville, Katheryn Winnick, August Schellenberg, Matt Frewer, Jackie Burroughs, Andrew Airlie, Lynda Boyd, Jay Brazeau, Andy Jones, Jason Priestley, Christie Laing, Iris Graham, Sean Amsing, Kimberley Warnat	Canada	Alliance Atlantis, Brightlight Pictures, Chum City		1602196.3
tt0330111	The Calcium Kid	The Calcium Kid	0	2004.0	89.0	Comedy,Sport	5.5	4757	Moderate	Moderate	Moderate	Mild	Mild	Mark Heap, Michael Lerner, Michael Peña, Julian Zapata, Alejandro Ramirez, Milton Hernandez, Alberto Ramon, Hector Trujillo, John Correa, Janier Morales Drado, Wilson Cretaro da Luz Jr., Tamer Hassan, Omid Djalili, John Joyce, Cathy Dunning, Ivanhoe Norona, Orlando Bloom, Arthur Nightingale	United Kingdom	Universal Pictures, StudioCanal, Working Title Films		99810.628
tt0848557	Diary of the Dead	Diary of the Dead	0	2007.0	95.0	Fantasy,Horror,Sci-Fi	5.5	48910	Mild	Severe	Severe	Mild	Severe	Michelle Morgan, Joshua Close, Shawn Roberts, Todd Schroeder, Laura de Carteret, Amy Lalonde, Martin Roach, Joe Dinicol, Philip Riccio, Tatiana Maslany, Daniel Kash, Chris Violette, Megan Park, Scott Wentworth, George Buza, Tino Monte, Matt Birman, Greg Nicotero	United States	Artfire Films, Romero-Grunwald Productions	1828000.0	5064420.074
tt5534434	Victor Crowley	Victor Crowley	0	2017.0	83.0	Action,Comedy,Horror	5.5	6847	Moderate	Severe	Moderate	Mild	Moderate	Parry Shen, Kane Hodder, Laura Ortiz, Dave Sheridan, Krystal Joy Brown, Felissa Rose, Brian Quinn, Tiffany Shepis, Chase Williamson, Katie Booth, Kelly Vrooman, Jonah Ray, Tyler Mane, Tezz Yancey, Blake Woodruff, Whit Spurgeon, Kali Cook, David Foy	United States	ArieScope Pictures, IncitefulMedia	365600.0	
tt0476995	Firehouse Dog	Firehouse Dog	0	2007.0	111.0	Action,Comedy,Family	5.5	6266		Mild	Mild	Mild	Mild	Josh Hutcherson, Bruce Greenwood, Bree Turner, Bill Nunn, Scotch Ellis Loring, Mayte Garcia, Teddy Sears, Arwen, Frodo, Rohan, Stryder, Steven Culp, Dash Mihok, Hannah Lochner, Claudette Mink, Shane Daly, Matt Cooke, Katie Finneran	United States, Canada	C.O.R.E. Digital Pictures, Doghouse Productions, New Regency Productions		15889363.536
tt0454864	The Last Winter	The Last Winter	0	2006.0	101.0	Horror,Mystery,Thriller	5.5	9716	Mild	Moderate	Moderate	Mild	Moderate	Ron Perlman, James Le Gros, Connie Britton, Zach Gilford, Kevin Corrigan, Jamie Harrold, Pato Hoffmann, Joanne Shenandoah, Larry Fessenden, Oscar Miller, Hálfdán Theodórsson, Eggert Ketilsson, Jack Fessenden, John Speredakos, Halfdan Pedersen, Darren Foreman	United States, Iceland	Antidote Films (I), Glass Eye Pix, Zik Zak Filmworks	4570000.0	89135.10800000001
tt0420757	Man About Town	Man About Town	0	2006.0	96.0	Comedy,Drama	5.5	8274	Moderate	Moderate				Ben Affleck, Rebecca Romijn, John Cleese, Sam Ball, Mike Binder, Erica Cerra, Gina Gershon, Adam Goldberg, Howard Hesseman, Bai Ling, Jerry O'Connell, Kal Penn, Amber Valletta, Damien Dante Wayans, Laura Soltis, Spencer Forbes, Anysha Berthot, Lewis Broatch	United States	Media 8 Entertainment, Sunlight Productions, Man About Town Films Inc.		1064980.004
tt0417148	Snakes on a Plane	Snakes on a Plane	0	2006.0	105.0	Action,Adventure,Crime	5.5	143808	Moderate	Severe	Moderate	Moderate	Moderate	Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard, Flex Alexander, Kenan Thompson, Keith Dallas, Lin Shaye, Bruce James, Sunny Mabrey, Casey Dubois, Daniel Hogarth, Gerard Plunkett, Terry Chen, Elsa Pataky, Emily Holmes, Tygh Runyan, Mark Houghton	United States, Germany	New Line Cinema, Mutual Film Company, Meradin Zweite Productions	30162000.0	56688120.796
tt0437863	The Benchwarmers	The Benchwarmers	0	2006.0	85.0	Comedy,Sport	5.5	54295	Mild	Mild	Moderate	Mild		David Spade, Jon Heder, Rob Schneider, Jon Lovitz, Craig Kilborn, Molly Sims, Tim Meadows, Nick Swardson, Erinn Bartlett, Amaury Nolasco, Bill Romanowski, Sean Salisbury, Matt Weinberg, John Farley, Reggie Jackson, Joe Gnoffo, Jackie Sandler, Ray Nicholson	United States	Revolution Studios, Happy Madison Productions	30162000.0	59375842.906
tt0407998	The Mistress of Spices	The Mistress of Spices	0	2005.0	92.0	Drama,Romance	5.5	5561	Mild					Aishwarya Rai Bachchan, Dylan McDermott, Nitin Ganatra, Adewale Akinnuoye-Agbaje, Caroline Chikezie, Anupam Kher, Shaheen Khan, Sonny Gill, Nina Young, Toby Marlow, Padma Lakshmi, Zohra Sehgal, Paul Bhattacharjee, Ayesha Dharker, Rebecca Bowden, Harvey Virdi, Cosima Shaw, Antony Zaki	United States, United Kingdom, Isle of Man, India	Kintop Pictures, Balle Pictures, Capitol Films		1222791.244
tt0443295	Yours, Mine & Ours	Yours, Mine & Ours	0	2005.0	88.0	Comedy,Family,Romance	5.5	29959	Mild	Mild	Mild	Mild	Mild	Dennis Quaid, Rene Russo, Jerry O'Connell, Sean Faris, Katija Pevec, Dean Collins, Tyler Patrick Jones, Haley Ramm, Brecken Palmer, Bridger Palmer, Ty Panitz, Danielle Panabaker, Drake Bell, Miki Ishikawa, Slade Pearce, Lil J.J., Miranda Cosgrove, Andrew Vo	United States	Paramount Pictures, Metro-Goldwyn-Mayer (MGM), Nickelodeon Movies	41130000.0	66413911.622
tt6977240	Starship Troopers: Traitor of Mars	Starship Troopers: Traitor of Mars	0	2017.0	88.0	Action,Animation,Sci-Fi	5.5	6286		Severe	Moderate		Mild	Casper Van Dien, Dina Meyer, DeRay Davis, Justin Doran, Luci Christian, Emily Neves, Scott Gibbs, Juliet Simmons, Chris Gibson, Greg Ayres, Leraldo Anzaldua, Andrew Love, John Swasey, Kyle Jones, Adam Gibbs, Jay Hickman, Corey Hartzog, David Matranga	United States, Japan	Lucent Pictures Entertainment, Sola Digital Arts, Sony Pictures Entertainment (SPE)		
tt0141098	Forces of Nature	Forces of Nature	0	1999.0	105.0	Comedy,Romance	5.5	35622	Moderate		Mild	Moderate		Sandra Bullock, Ben Affleck, Maura Tierney, Steve Zahn, Blythe Danner, Ronny Cox, Michael Fairman, Janet Carroll, Richard Schiff, David Strickland, Meredith Scott Lynn, George D. Wallace, Steve Hytner, John Doe, Jack Kehler, Anne Haney, Bert Remsen, Julie Ivey	United States	Dreamworks Pictures, Roth-Arnold Productions	68550000.0	85825221.52
tt0129280	The Out-of-Towners	The Out-of-Towners	0	1999.0	90.0	Comedy	5.5	14815	Mild	Mild	Mild	Mild	Mild	Steve Martin, Goldie Hawn, John Cleese, Mark McKinney, Oliver Hudson, Valerie Perri, Steve Mittleman, Randall Arney, Carlease Burke, William Duell, J.P. Bumstead, Peggy Mannix, Anne Haney, Charlie Dell, Jordan Baker, Tom Riis Farrell, Dani Klein, Daniel Parker	United States	Cherry Alley Productions, Cort/Madden Productions, Paramount Pictures	68550000.0	26089325.68
tt0364970	Babylon A.D.	Babylon A.D.	0	2008.0	90.0	Action,Adventure,Sci-Fi	5.5	98057		Moderate	Mild	Mild	Mild	Vin Diesel, Michelle Yeoh, Mélanie Thierry, Gérard Depardieu, Charlotte Rampling, Mark Strong, Lambert Wilson, Jérôme Le Banner, Joel Kirby, Souleymane Dicko, David Belle, Radek Bruna, Jan Unger, Abraham Belaga, Gary Cowan, David Gasman, Lemmy Constantine, Peter Thias	United Kingdom, France, United States	Babylon, MNP Entreprise, StudioCanal	63980000.0	65907808.8
tt1267319	Home Movie	Home Movie	0	2008.0	77.0	Drama,Horror,Thriller	5.5	4748	Mild	Moderate	Severe	Mild	Severe	Lucian Maisel, Cady McClain, Adrian Pasdar, Amber Joy Williams, Austin Williams, River O'Neal	United States	Modernciné		
tt1966359	Father Figures	Father Figures	0	2017.0	113.0	Comedy,Drama	5.5	21000	Moderate	Mild	Severe	Mild	Mild	Owen Wilson, Ed Helms, Glenn Close, Robert Mello, Retta, Zachary Haven, Mary Grill, Ann McKenzie, Jessica Gomes, Harry Shearer, Sarah Skeist, Jo Helton, Terry Bradshaw, Debra Stipe, Ving Rhames, Hannah Black, Sarah Stipe, Essence Wallace Odomes	United States	Alcon Entertainment, DMG Entertainment, The Montecito Picture Company	22850000.0	23490937.016000003
tt0242423	Dude, Where's My Car?	Dude, Where's My Car?	0	2000.0	83.0	Comedy,Mystery,Sci-Fi	5.5	144637	Moderate	Mild	Moderate	Moderate	Mild	Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff, Kristy Swanson, David Herman, Hal Sparks, Charlie O'Connell, John Toles-Bey, Christian Middelthon, Dave Bannick, James Vincent, Bob Clendenin, Mary Lynn Rajskub, Kevin Christy, Kristoffer Ryan Winters, Bill Chott, Michael Bower	United States	Twentieth Century Fox, Alcon Entertainment	11882000.0	66887180.822
tt4106376	American Renegades	Renegades	0	2017.0	106.0	Action,Adventure,Crime	5.5	10754	Mild	Moderate	Mild	Mild		Sullivan Stapleton, Charlie Bewley, Sylvia Hoeks, Joshua Henry, Diarmaid Murtagh, Dimitri Leonidas, Clemens Schick, Ewen Bremner, J.K. Simmons, Peter Davor, Mahamadou Coulibaly, Alain Blazevic, Karim Cherif, Denis Brizic, Marko Cindric, Igor Hamer, Artjom Gilz, Denis Lyons	France, Belgium, Germany, United States, Malta, Croatia, Netherlands	Studio Babelsberg, Belga Productions, Canal+	66190000.0	2378364.186
tt1469304	Baywatch	Baywatch	0	2017.0	116.0	Action,Comedy,Crime	5.5	199016	Moderate	Moderate	Severe	Mild	Mild	Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra Jonas, Kelly Rohrbach, Ilfenesh Hadera, Jon Bass, Yahya Abdul-Mateen II, Hannibal Buress, Rob Huebel, Amin Joseph, Jack Kesy, Oscar Nuñez, David Hasselhoff, Pamela Anderson, Clem Cheung, Belinda Peregrín, Charlotte McKinney	United Kingdom, China, United States	Paramount Pictures, Uncharted, Shanghai Film Group	63066000.0	162561070.414
tt0120710	In Dreams	In Dreams	0	1999.0	100.0	Drama,Fantasy,Thriller	5.5	13526		Severe	Moderate		Moderate	Annette Bening, Robert Downey Jr., Katie Sagona, Aidan Quinn, Paul Guilfoyle, Kathleen Langlois, Jennifer Berry, Emma J. Brown, Jennifer Dragon, Samantha Kelly, Jennifer Caine Natenshon, Bethany M. Paquin, Erica Sullivan, Amelia Claire Novotny, Kristin Sroka, Robert Walsh, Denise Cormier, John Fiore	United States	Amblin Entertainment, Dreamworks Pictures	27420000.0	10983875.266
tt3610746	Don't Hang Up	Don't Hang Up	0	2016.0	83.0	Horror,Thriller	5.5	16134	Mild	Moderate	Moderate	Mild	Moderate	Gregg Sulkin, Garrett Clayton, Bella Dayne, Sienna Guillory, Edward Killingback, Jack Brett Anderson, Robert Goodman, Mike Bodie, Philip Desmeules, Parker Sawyers, Alex Dee, Jane Ryall, Connie Wilkins, Chris Wilson, Chantal Eder, Bob Egerton, Francis Terry	United Kingdom	WTFilms, Bigscope Films, Wild Spark		303969.89400000003
